Codigo,Sector,Area,Servicio,Elemento
E01-30-EE-Bast02,Edificio principal,Fotocopiadora,Energía Eléctrica,Toma doble
E01-30-EE-Bast03,Edificio principal,Fotocopiadora,Energía Eléctrica,Toma doble
E01-30-EE-Bast04,Edificio principal,Fotocopiadora,Energía Eléctrica,Toma doble
E01-30-EE-Bast05,Edificio principal,Fotocopiadora,Energía Eléctrica,Toma doble
E01-30-EE-Bast06,Edificio principal,Fotocopiadora,Energía Eléctrica,Toma doble
E01-30-EE-TabS,Edificio principal,Fotocopiadora,Energía Eléctrica,Tablero seccional
E01-30-EE-Var01,Edificio principal,Fotocopiadora,Energía Eléctrica,Variador velocidad ventilador
E01-30-EE-Vent01,Edificio principal,Fotocopiadora,Energía Eléctrica,Ventilador techo
E01-30-Ilum-Lum01,Edificio principal,Fotocopiadora,Iluminación,4 x Tubo fluorescente 36 W
E01-31-AA-AA01,Edificio principal,SAE,Aire acondicionado,Aire acondicionado atención
E01-31-AA-AA02,Edificio principal,SAE,Aire acondicionado,Aire acondicionado secretario
E01-31-Ce-P01,Edificio principal,SAE,Cerramiento,Puerta of atención
E01-31-Ce-P02,Edificio principal,SAE,Cerramiento,Puerta Secretario
E01-31-Ce-V01,Edificio principal,SAE,Cerramiento,Ventana atención Alumnos
E01-31-Ce-V02,Edificio principal,SAE,Cerramiento,Ventana exterior
E01-31-Ce-V03,Edificio principal,SAE,Cerramiento,Ventana exterior
E01-31-Ed-Gral,Edificio principal,SAE,Edilicio,General
E01-31-EE-Bast01,Edificio principal,SAE,Energía Eléctrica,Punto + Toma
E01-31-EE-Bast02,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast03,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast04,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast05,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast06,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast07,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast08,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast09,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast10,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast11,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast12,Edificio principal,SAE,Energía Eléctrica,Punto + VVV + Toma
E01-31-EE-Bast13,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast14,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast15,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast16,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast17,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-Bast18,Edificio principal,SAE,Energía Eléctrica,Toma doble
E01-31-EE-TabS,Edificio principal,SAE,Energía Eléctrica,Tablero seccional
E01-31-EE-Vent01,Edificio principal,SAE,Energía Eléctrica,Ventilador techo
E01-31-Ilum-Lum01,Edificio principal,SAE,Iluminación,2 x Tubo Led 18 W
E01-31-Ilum-Lum02,Edificio principal,SAE,Iluminación,2 x Tubo Led 18 W
E01-31-Ilum-Lum03,Edificio principal,SAE,Iluminación,2 x Tubo Led 18 W
E01-31-Ilum-Lum04,Edificio principal,SAE,Iluminación,2 x Tubo Led 18 W
E01-32-Ag-Acop,Edificio principal,Bomba & Ascensor,Agua potable,Acople anti-vibración
E01-32-Ag-Can01,Edificio principal,Bomba & Ascensor,Agua potable,Canilla de verificación
E01-32-Ag-CañG,Edificio principal,Bomba & Ascensor,Agua potable,Cañería general
E01-32-Ag-Ent,Edificio principal,Bomba & Ascensor,Agua potable,Entrada de agua caño 1,5 "
E01-32-Ag-LLav01,Edificio principal,Bomba & Ascensor,Agua potable,Llave esclusa bomba
E01-32-Ag-Llav02,Edificio principal,Bomba & Ascensor,Agua potable,Llave esclusa canilla
E01-32-Ag-Llav03,Edificio principal,Bomba & Ascensor,Agua potable,Llave esclusa subida
E01-32-Asc-Bom01,Edificio principal,Bomba & Ascensor,Ascensor,Bomba aceite
E01-32-Asc-Cil,Edificio principal,Bomba & Ascensor,Ascensor,Cilindro
E01-32-Asc-Dep,Edificio principal,Bomba & Ascensor,Ascensor,Depósito aceite
E01-32-Asc-FinC01,Edificio principal,Bomba & Ascensor,Ascensor,Fin de carrera abajo
E01-32-Asc-FinC02,Edificio principal,Bomba & Ascensor,Ascensor,Fin de carrera arriba
E01-32-Asc-Puls01,Edificio principal,Bomba & Ascensor,Ascensor,Pulsador puerta abajo
E01-32-Asc-Puls02,Edificio principal,Bomba & Ascensor,Ascensor,Pulsador puerta arriba
E01-32-Asc-Puls03,Edificio principal,Bomba & Ascensor,Ascensor,Pulsador puerta cabina
E01-32-Asc-TabMan,Edificio principal,Bomba & Ascensor,Ascensor,Tablero Mando
E01-32-Ce-P01,Edificio principal,Bomba & Ascensor,Cerramiento,Puerta ingreso
E01-32-Ce-P02,Edificio principal,Bomba & Ascensor,Cerramiento,Puerta depósito 
E01-32-Ed-Gral,Edificio principal,Bomba & Ascensor,Edilicio,General
E01-32-EE-Bast01,Edificio principal,Bomba & Ascensor,Energía Eléctrica,Punto Lum01 y Toma
E01-32-EE-Bast02,Edificio principal,Bomba & Ascensor,Energía Eléctrica,Punto Lum02 y Toma
E01-32-EE-Bast03,Edificio principal,Bomba & Ascensor,Energía Eléctrica,Punto Lum03 y Toma
E01-32-EE-Bom01,Edificio principal,Bomba & Ascensor,Energía Eléctrica,Bomba entrada agua
E01-32-EE-TabAs,Edificio principal,Bomba & Ascensor,Energía Eléctrica,Tablero Ascensor
E01-32-EE-TabB,Edificio principal,Bomba & Ascensor,Energía Eléctrica,Tablero Bomba
E01-32-Ilum-Lum01,Edificio principal,Bomba & Ascensor,Iluminación,Tubo Fluorescente 36 W
E01-32-Ilum-Lum02,Edificio principal,Bomba & Ascensor,Iluminación,Incandescente 25W
E01-32-Ilum-Lum03,Edificio principal,Bomba & Ascensor,Iluminación,Bajo consumo 32W
E01-33-Ag-Can01,Edificio principal,Oficina Servicios generales,Agua potable,Canilla 1/2" para bacha
E01-33-CE-P01,Edificio principal,Oficina Servicios generales,Cerramiento,Puerta ingreso
E01-33-CL-Bac01 ,Edificio principal,Oficina Servicios generales,Cloacas,Bacha acero inox
E01-33-CL-CañG,Edificio principal,Oficina Servicios generales,Cloacas,Cañería general
E01-33-Ed-Gral,Edificio principal,Oficina Servicios generales,Edilicio,General
E01-33-EE-Bast01,Edificio principal,Oficina Servicios generales,Energía Eléctrica,Punto Lum01 y Toma
E01-33-EE-Bast02,Edificio principal,Oficina Servicios generales,Energía Eléctrica,Toma ext
E01-33-EE-Zap01,Edificio principal,Oficina Servicios generales,Energía Eléctrica,Zapatilla 4 bocas
E01-33-EE-Zap02,Edificio principal,Oficina Servicios generales,Energía Eléctrica,Zapatilla 4 bocas
E01-33-Ilum-Lum01,Edificio principal,Oficina Servicios generales,Iluminación,Tubo Fluorescente 36 W
E01-34-Ag-CanB01,Edificio principal,Baño Doc Mujeres,Agua potable,Canilla bacha monocomando
E01-34-Ag-Moc01,Edificio principal,Baño Doc Mujeres,Agua potable,Mochila inodoro
E01-34-Ce-P01,Edificio principal,Baño Doc Mujeres,Cerramiento,Puerta ingreso
E01-34-Ce-P02,Edificio principal,Baño Doc Mujeres,Cerramiento,Puerta inodoro
E01-34-Cl-Bac01,Edificio principal,Baño Doc Mujeres,Cloacas,Bacha porcelana
E01-34-Cl-InM01,Edificio principal,Baño Doc Mujeres,Cloacas,Inodoro con mochila
E01-34-Ed-Gral,Edificio principal,Baño Doc Mujeres,Edilicio,General
E01-34-EE-Bast01,Edificio principal,Baño Doc Mujeres,Energía Eléctrica,2 x 1 Punto + Toma
E01-34-Ilum-Lum01,Edificio principal,Baño Doc Mujeres,Iluminación,2 x Foco BC 20 W
E01-34-Ilum-Lum02,Edificio principal,Baño Doc Mujeres,Iluminación,2 x Foco BC 20 W
E01-34-Ilum-Lum03,Edificio principal,Baño Doc Mujeres,Iluminación,2 x Foco BC 20 W
E01-35-Ag-Can01,Edificio principal,Baño Docentes Hombres,Agua potable,Canilla pared 1/2"
E01-35-Ag-CanB01,Edificio principal,Baño Docentes Hombres,Agua potable,Canilla bacha monocomando
E01-35-Ag-CanM01,Edificio principal,Baño Docentes Hombres,Agua potable,Pulsador Mingitorio
E01-35-Ag-CanM02,Edificio principal,Baño Docentes Hombres,Agua potable,Pulsador Mingitorio
E01-35-Ag-Moc01,Edificio principal,Baño Docentes Hombres,Agua potable,Mochila inodoro
E01-35-Ag-Moc02,Edificio principal,Baño Docentes Hombres,Agua potable,Mochila inodoro
E01-35-Ce-P01,Edificio principal,Baño Docentes Hombres,Cerramiento,Puerta ingreso
E01-35-Ce-P02,Edificio principal,Baño Docentes Hombres,Cerramiento,Puerta inodoro
E01-35-Ce-P03,Edificio principal,Baño Docentes Hombres,Cerramiento,Puerta inodoro
E01-35-Cl-Bac01,Edificio principal,Baño Docentes Hombres,Cloacas,Bacha porcelana
E01-35-Cl-InM01,Edificio principal,Baño Docentes Hombres,Cloacas,Inodoro con mochila
E01-35-Cl-InM02,Edificio principal,Baño Docentes Hombres,Cloacas,Inodoro con mochila
E01-35-Cl-Ming01,Edificio principal,Baño Docentes Hombres,Cloacas,Mingitorio
E01-35-Cl-Ming02,Edificio principal,Baño Docentes Hombres,Cloacas,Mingitorio
E01-35-Ed-Gral,Edificio principal,Baño Docentes Hombres,Edilicio,General
E01-35-EE-Bast01,Edificio principal,Baño Docentes Hombres,Energía Eléctrica,2 x 1 Punto + Toma
E01-35-Ilum-Lum01,Edificio principal,Baño Docentes Hombres,Iluminación,2 x Foco BC 20 W
E01-35-Ilum-Lum02,Edificio principal,Baño Docentes Hombres,Iluminación,2 x Foco BC 20 W
E01-35-Ilum-Lum03,Edificio principal,Baño Docentes Hombres,Iluminación,2 x Foco BC 20 W
E01-35-Ilum-Lum04,Edificio principal,Baño Docentes Hombres,Iluminación,2 x Foco BC 20 W
E01-36-Ag-CanB01,Edificio principal,Baño M PB,Agua potable,Canilla bacha monocomando
E01-36-Ag-CanB02,Edificio principal,Baño M PB,Agua potable,Canilla bacha monocomando
E01-36-Ag-Moc01,Edificio principal,Baño M PB,Agua potable,Mochila 
E01-36-Ag-Moc02,Edificio principal,Baño M PB,Agua potable,Mochila 
E01-36-Ag-Moc03,Edificio principal,Baño M PB,Agua potable,Mochila 
E01-36-Ag-Moc04,Edificio principal,Baño M PB,Agua potable,Mochila 
E01-36-Ce-P01,Edificio principal,Baño M PB,Cerramiento,Puerta ingreso
E01-36-Ce-P02,Edificio principal,Baño M PB,Cerramiento,Puerta inodoro
E01-36-Ce-P03,Edificio principal,Baño M PB,Cerramiento,Puerta inodoro
E01-36-Ce-P04,Edificio principal,Baño M PB,Cerramiento,Puerta inodoro
E01-36-Ce-P05,Edificio principal,Baño M PB,Cerramiento,Puerta inodoro
E01-36-Cl-Bac01 ,Edificio principal,Baño M PB,Cloacas,Bacha porcelana
E01-36-Cl-Bac02,Edificio principal,Baño M PB,Cloacas,Bacha porcelana
E01-36-Cl-InM01,Edificio principal,Baño M PB,Cloacas,Inodoro con mochila
E01-36-Cl-InM02,Edificio principal,Baño M PB,Cloacas,Inodoro con mochila
E01-36-Cl-InM03,Edificio principal,Baño M PB,Cloacas,Inodoro con mochila
E01-36-Cl-InM04,Edificio principal,Baño M PB,Cloacas,Inodoro con mochila
E01-36-Ed-Gral,Edificio principal,Baño M PB,Edilicio,General
E01-36-EE-Bast01,Edificio principal,Baño M PB,Energía Eléctrica,Punto
E01-36-EE-Bast02,Edificio principal,Baño M PB,Energía Eléctrica,Punto + Toma
E01-36-EE-TabS,Edificio principal,Baño M PB,Energía Eléctrica,Tablero Seccional
E01-36-Ilum-Lum01,Edificio principal,Baño M PB,Iluminación,2 x Foco BC 20 W
E01-36-Ilum-Lum02,Edificio principal,Baño M PB,Iluminación,2 x Foco BC 20 W
E01-36-Ilum-Lum03,Edificio principal,Baño M PB,Iluminación,2 x Foco BC 20 W
E01-36-Ilum-Lum04,Edificio principal,Baño M PB,Iluminación,2 x Foco BC 20 W
E01-37-Ag-CanB01,Edificio principal,Baño Capacidad Diferente PB,Agua potable,Canilla bacha monocomando
E01-37-Ag-Moc01,Edificio principal,Baño Capacidad Diferente PB,Agua potable,Mochila 
E01-37-Ce-P01,Edificio principal,Baño Capacidad Diferente PB,Cerramiento,Puerta ingreso
E01-37-Cl-Bac01 ,Edificio principal,Baño Capacidad Diferente PB,Cloacas,Bacha porcelana
E01-37-Cl-InM01,Edificio principal,Baño Capacidad Diferente PB,Cloacas,Inodoro con mochila
E01-37-Ed-Gral,Edificio principal,Baño Capacidad Diferente PB,Edilicio,General
E01-37-EE-Bast01,Edificio principal,Baño Capacidad Diferente PB,Energía Eléctrica,Punto + Toma
E01-37-Ilum-Lum01,Edificio principal,Baño Capacidad Diferente PB,Iluminación,2 x Foco BC 20 W
E01-38-Ag-Can01,Edificio principal,Baño H PB,Agua potable,Canilla pared 1/2"
E01-38-Ag-CanB01,Edificio principal,Baño H PB,Agua potable,Canilla bacha monocomando
E01-38-Ag-CanB02,Edificio principal,Baño H PB,Agua potable,Canilla bacha monocomando
E01-38-Ag-CanM01,Edificio principal,Baño H PB,Agua potable,Pulsador Mingitorio
E01-38-Ag-CanM02,Edificio principal,Baño H PB,Agua potable,Pulsador Mingitorio
E01-38-Ag-CanM03,Edificio principal,Baño H PB,Agua potable,Pulsador Mingitorio
E01-38-Ag-CanM04,Edificio principal,Baño H PB,Agua potable,Pulsador Mingitorio
E01-38-Ag-CanM05,Edificio principal,Baño H PB,Agua potable,Pulsador Mingitorio
E01-38-Ag-CanM06,Edificio principal,Baño H PB,Agua potable,Pulsador Mingitorio
E01-38-Ag-CanM07,Edificio principal,Baño H PB,Agua potable,Pulsador Mingitorio
E01-38-Ag-CanM08,Edificio principal,Baño H PB,Agua potable,Pulsador Mingitorio
E01-38-Ag-Moc01,Edificio principal,Baño H PB,Agua potable,Mochila 
E01-38-Ag-Moc02,Edificio principal,Baño H PB,Agua potable,Mochila 
E01-38-Ag-Moc03,Edificio principal,Baño H PB,Agua potable,Mochila 
E01-38-Ag-Moc04,Edificio principal,Baño H PB,Agua potable,Mochila 
E01-38-Ce-P01,Edificio principal,Baño H PB,Cerramiento,Puerta ingreso
E01-38-Ce-P02,Edificio principal,Baño H PB,Cerramiento,Puerta inodoro
E01-38-Ce-P03,Edificio principal,Baño H PB,Cerramiento,Puerta inodoro
E01-38-Ce-P04,Edificio principal,Baño H PB,Cerramiento,Puerta inodoro
E01-38-Ce-P05,Edificio principal,Baño H PB,Cerramiento,Puerta inodoro
E01-38-Ce-V01,Edificio principal,Baño H PB,Cerramiento,Ventana exterior
E01-38-Cl-Bac01 ,Edificio principal,Baño H PB,Cloacas,Bacha porcelana
E01-38-Cl-Bac02,Edificio principal,Baño H PB,Cloacas,Bacha porcelana
E01-38-Cl-InM01,Edificio principal,Baño H PB,Cloacas,Inodoro con mochila
E01-38-Cl-InM02,Edificio principal,Baño H PB,Cloacas,Inodoro con mochila
E01-38-Cl-InM03,Edificio principal,Baño H PB,Cloacas,Inodoro con mochila
E01-38-Cl-InM04,Edificio principal,Baño H PB,Cloacas,Inodoro con mochila
E01-38-Cl-Ming01,Edificio principal,Baño H PB,Cloacas,Mingitorio
E01-38-Cl-Ming02,Edificio principal,Baño H PB,Cloacas,Mingitorio
E01-38-Cl-Ming03,Edificio principal,Baño H PB,Cloacas,Mingitorio
E01-38-Cl-Ming04,Edificio principal,Baño H PB,Cloacas,Mingitorio
E01-38-Cl-Ming05,Edificio principal,Baño H PB,Cloacas,Mingitorio
E01-38-Cl-Ming06,Edificio principal,Baño H PB,Cloacas,Mingitorio
E01-38-Cl-Ming07,Edificio principal,Baño H PB,Cloacas,Mingitorio
E01-38-Cl-Ming08,Edificio principal,Baño H PB,Cloacas,Mingitorio
E01-38-Ed-Gral,Edificio principal,Baño H PB,Edilicio,General
E01-38-EE-Bast01,Edificio principal,Baño H PB,Energía Eléctrica,2 x 1 Punto + Toma
E01-38-EE-Bast02,Edificio principal,Baño H PB,Energía Eléctrica,Punto + Toma
E01-38-EE-TabS,Edificio principal,Baño H PB,Energía Eléctrica,Tablero Seccional
E01-38-Ilum-Lum01,Edificio principal,Baño H PB,Iluminación,2 x Foco BC 20 W
E01-38-Ilum-Lum02,Edificio principal,Baño H PB,Iluminación,2 x Foco BC 20 W
E01-38-Ilum-Lum03,Edificio principal,Baño H PB,Iluminación,2 x Foco BC 20 W
E01-38-Ilum-Lum04,Edificio principal,Baño H PB,Iluminación,2 x Foco BC 20 W
E01-38-Ilum-Lum05,Edificio principal,Baño H PB,Iluminación,2 x Foco BC 20 W
E01-38-Ilum-Lum06,Edificio principal,Baño H PB,Iluminación,2 x Foco BC 20 W
E01-39-Ce-P01,Edificio principal,Aula ex-taller,Cerramiento,Portón ingreso
E01-39-Ce-V01,Edificio principal,Aula ex-taller,Cerramiento,Ventana exterior
E01-39-Ed-Gral,Edificio principal,Aula ex-taller,Edilicio,General
E01-39-EE-Bast01,Edificio principal,Aula ex-taller,Energía Eléctrica,Punto + toma doble
E01-39-EE-Boc01,Edificio principal,Aula ex-taller,Energía Eléctrica,Toma trifásico  
E01-39-EE-Boc02,Edificio principal,Aula ex-taller,Energía Eléctrica,Toma trifásico  
E01-39-EE-TabG,Edificio principal,Aula ex-taller,Energía Eléctrica,Tablero General
E01-39-EE-TabS,Edificio principal,Aula ex-taller,Energía Eléctrica,Tablero Seccional
E01-39-Ilum-Lum01,Edificio principal,Aula ex-taller,Iluminación,2 x Tubo fluorescente 36 W
E01-39-Ilum-Lum02,Edificio principal,Aula ex-taller,Iluminación,Tubo Fluorescente 36 W
E01-39-Ilum-Lum03,Edificio principal,Aula ex-taller,Iluminación,Foco BC 65 W
E01-BHPA-Ag-Can01,Edificio principal,Baño H PA,Agua potable,Canilla pared 1/2"
E01-BHPA-Ag-Can02,Edificio principal,Baño H PA,Agua potable,Canilla pared 1/2"
E01-BHPA-Ag-CanB01,Edificio principal,Baño H PA,Agua potable,Canilla bacha
E01-BHPA-Ag-CanB02,Edificio principal,Baño H PA,Agua potable,Canilla bacha
E01-BHPA-Ag-CanB03,Edificio principal,Baño H PA,Agua potable,Canilla bacha
E01-BHPA-Ag-CanM01,Edificio principal,Baño H PA,Agua potable,Pulsador Mingitorio
E01-BHPA-Ag-CanM02,Edificio principal,Baño H PA,Agua potable,Pulsador Mingitorio
E01-BHPA-Ag-CanM03,Edificio principal,Baño H PA,Agua potable,Pulsador Mingitorio
E01-BHPA-Ag-CanM04,Edificio principal,Baño H PA,Agua potable,Pulsador Mingitorio
E01-BHPA-Ag-CanM05,Edificio principal,Baño H PA,Agua potable,Pulsador Mingitorio
E01-BHPA-Ag-CanM06,Edificio principal,Baño H PA,Agua potable,Pulsador Mingitorio
E01-BHPA-Ag-Moc01,Edificio principal,Baño H PA,Agua potable,Mochila plastica
E01-BHPA-Ag-Moc02,Edificio principal,Baño H PA,Agua potable,Mochila plastica
E01-BHPA-Ag-Moc03,Edificio principal,Baño H PA,Agua potable,Mochila plastica
E01-BHPA-Ag-Moc04,Edificio principal,Baño H PA,Agua potable,Mochila plastica
E01-BHPA-Ag-Moc05,Edificio principal,Baño H PA,Agua potable,Mochila plastica
E01-BHPA-Ag-Moc06,Edificio principal,Baño H PA,Agua potable,Mochila plastica
E01-BHPA-Ce-P01,Edificio principal,Baño H PA,Cerramiento,Puerta ingreso
E01-BHPA-Ce-P02,Edificio principal,Baño H PA,Cerramiento,Puerta inodoro
E01-BHPA-Ce-P03,Edificio principal,Baño H PA,Cerramiento,Puerta inodoro
E01-BHPA-Ce-P04,Edificio principal,Baño H PA,Cerramiento,Puerta inodoro
E01-BHPA-Ce-P05,Edificio principal,Baño H PA,Cerramiento,Puerta inodoro
E01-BHPA-Ce-P06,Edificio principal,Baño H PA,Cerramiento,Puerta inodoro
E01-BHPA-Ce-P07,Edificio principal,Baño H PA,Cerramiento,Puerta inodoro
E01-BHPA-Ce-V01,Edificio principal,Baño H PA,Cerramiento,Ventana exterior
E01-BHPA-Ce-V02,Edificio principal,Baño H PA,Cerramiento,Ventana exterior
E01-BHPA-Cl-Bac01,Edificio principal,Baño H PA,Cloacas,Bacha porcelana
E01-BHPA-Cl-Bac02,Edificio principal,Baño H PA,Cloacas,Bacha porcelana
E01-BHPA-Cl-Bac03,Edificio principal,Baño H PA,Cloacas,Bacha porcelana
E01-BHPA-Cl-InM01,Edificio principal,Baño H PA,Cloacas,Inodoro con mochila
E01-BHPA-Cl-InM02,Edificio principal,Baño H PA,Cloacas,Inodoro con mochila
E01-BHPA-Cl-InM03,Edificio principal,Baño H PA,Cloacas,Inodoro con mochila
E01-BHPA-Cl-InM04,Edificio principal,Baño H PA,Cloacas,Inodoro con mochila
E01-BHPA-Cl-InM05,Edificio principal,Baño H PA,Cloacas,Inodoro con mochila
E01-BHPA-Cl-InM06,Edificio principal,Baño H PA,Cloacas,Inodoro con mochila
E01-BHPA-Cl-Ming01,Edificio principal,Baño H PA,Cloacas,Mingitorio
E01-BHPA-Cl-Ming02,Edificio principal,Baño H PA,Cloacas,Mingitorio
E01-BHPA-Cl-Ming03,Edificio principal,Baño H PA,Cloacas,Mingitorio
E01-BHPA-Cl-Ming04,Edificio principal,Baño H PA,Cloacas,Mingitorio
E01-BHPA-Cl-Ming05,Edificio principal,Baño H PA,Cloacas,Mingitorio
E01-BHPA-Cl-Ming06,Edificio principal,Baño H PA,Cloacas,Mingitorio
E01-BHPA-Ed-Gral,Edificio principal,Baño H PA,Edilicio,General
E01-BHPA-EE-Bast01,Edificio principal,Baño H PA,Energía Eléctrica,Punto + Toma
E01-BHPA-Ilum-LE01,Edificio principal,Baño H PA,Iluminación,Luz de emergencia
E01-BHPA-Ilum-Lum01,Edificio principal,Baño H PA,Iluminación,Tubo Fluorescente 36 W
E01-BHPA-Ilum-Lum02,Edificio principal,Baño H PA,Iluminación,Tubo Fluorescente 36 W
E01-BMPA-Ag-Can01,Edificio principal,Baño M PA,Agua potable,Canilla pared 1/2"
E01-BMPA-Ag-CanB01,Edificio principal,Baño M PA,Agua potable,Canilla bacha
E01-BMPA-Ag-CanB02,Edificio principal,Baño M PA,Agua potable,Canilla bacha
E01-BMPA-Ag-CanB03,Edificio principal,Baño M PA,Agua potable,Canilla bacha
